concept_group,term,match_type,priority,include,reference_count,total_hit_count,reference_ids,reference_hit_counts,evidence_terms,notes
ai_activity;ai_methods;ai_technology;automation_robotics;core_ai;gen_ai,cognitive computing,phrase,medium,1,11,325,STAGE04_WORD2VEC,STAGE04_WORD2VEC:325,AI capabilities;AI technologies;AI tools;Generative AI;artificial intelligence;artificial intelligence technologies;artificial intelligence technology;generative artificial intelligence;machine learning;natural language processing;robotic process automation,Stage 04 Word2Vec reviewed expansion; seed_count=11; best_rank=8; max_similarity=0.802353; mean_similarity=0.706436; review_decision=accept
ai_methods;ai_technology;core_ai;gen_ai,neural nets,phrase,medium,1,10,118,STAGE04_WORD2VEC,STAGE04_WORD2VEC:118,AI model;AI models;computer vision;deep learning;image recognition;large language models;neural network;neural networks;reinforcement learning;supervised learning,Stage 04 Word2Vec reviewed expansion; seed_count=10; best_rank=4; max_similarity=0.790112; mean_similarity=0.712332; review_decision=accept
ai_methods;ai_technology;core_ai;gen_ai,xgboost,phrase,medium,1,10,19,STAGE04_WORD2VEC,STAGE04_WORD2VEC:19,AI model;AI models;GPT-3;GPT-4;deep learning;image recognition;neural network;neural networks;reinforcement learning;supervised learning,Stage 04 Word2Vec reviewed expansion; seed_count=10; best_rank=2; max_similarity=0.783441; mean_similarity=0.691611; review_decision=accept
ai_methods;ai_technology;automation_robotics;core_ai,artificial intelligent,phrase,medium,1,10,151,STAGE04_WORD2VEC,STAGE04_WORD2VEC:151,AI technologies;AI technology;AI tool;artificial intelligence;artificial intelligence technology;computer vision;image recognition;machine learning;natural language processing;robotic process automation,Stage 04 Word2Vec reviewed expansion; seed_count=10; best_rank=10; max_similarity=0.776349; mean_similarity=0.701585; review_decision=accept
ai_methods;ai_technology;core_ai,artificial intelligence algorithms,phrase,medium,1,10,162,STAGE04_WORD2VEC,STAGE04_WORD2VEC:162,AI models;AI technologies;AI technology;AI tools;artificial intelligence;artificial intelligence technologies;artificial intelligence technology;machine learning;natural language processing;neural networks,Stage 04 Word2Vec reviewed expansion; seed_count=10; best_rank=16; max_similarity=0.754533; mean_similarity=0.700945; review_decision=accept
ai_technology;gen_ai,copilots,phrase,medium,1,10,221,STAGE04_WORD2VEC,STAGE04_WORD2VEC:221,AI models;AI tools;ChatGPT;Generative AI;Generative AI technology;Generative AI tools;LLM;LLMs;large language model;large language models,Stage 04 Word2Vec reviewed expansion; seed_count=10; best_rank=17; max_similarity=0.722610; mean_similarity=0.692874; review_decision=accept
gen_ai,chat gpt,phrase,medium,1,9,163,STAGE04_WORD2VEC,STAGE04_WORD2VEC:163,ChatGPT;GPT-3;GPT-4;Generative AI;Generative AI technology;LLM;LLMs;large language model;large language models,Stage 04 Word2Vec reviewed expansion; seed_count=9; best_rank=4; max_similarity=0.806320; mean_similarity=0.706309; review_decision=accept
gen_ai,openai's,phrase,medium,1,9,58,STAGE04_WORD2VEC,STAGE04_WORD2VEC:58,ChatGPT;GPT-3;GPT-4;Generative AI models;Generative AI technologies;Generative AI tools;LLM;LLMs;large language model,Stage 04 Word2Vec reviewed expansion; seed_count=9; best_rank=2; max_similarity=0.760596; mean_similarity=0.707687; review_decision=accept
ai_methods;ai_technology;core_ai;gen_ai,pretrained,phrase,medium,1,9,109,STAGE04_WORD2VEC,STAGE04_WORD2VEC:109,AI model;AI models;GPT-3;LLM;LLMs;large language model;large language models;neural networks;reinforcement learning,Stage 04 Word2Vec reviewed expansion; seed_count=9; best_rank=11; max_similarity=0.745828; mean_similarity=0.700113; review_decision=accept
ai_activity;ai_technology;gen_ai,ai+,phrase,medium,1,9,19,STAGE04_WORD2VEC,STAGE04_WORD2VEC:19,AI capabilities;AI implementation;AI solutions;AI technologies;AI technology;Generative AI;Generative AI technologies;Generative AI technology;generative artificial intelligence,Stage 04 Word2Vec reviewed expansion; seed_count=9; best_rank=14; max_similarity=0.720569; mean_similarity=0.689447; review_decision=accept
ai_methods;ai_technology;gen_ai,text-to-code,phrase,medium,1,9,16,STAGE04_WORD2VEC,STAGE04_WORD2VEC:16,AI model;AI tool;GPT-4;Generative AI technologies;Generative AI technology;Generative AI tools;LLM;NLP;large language model,Stage 04 Word2Vec reviewed expansion; seed_count=9; best_rank=5; max_similarity=0.709579; mean_similarity=0.665698; review_decision=accept
ai_activity;ai_technology;ai_workforce;core_ai;gen_ai,llm-based,phrase,medium,1,9,12,STAGE04_WORD2VEC,STAGE04_WORD2VEC:12,AI application;AI capabilities;AI skills;AI solutions;Generative AI models;Generative AI technologies;LLM;artificial intelligence technologies;generative artificial intelligence,Stage 04 Word2Vec reviewed expansion; seed_count=9; best_rank=21; max_similarity=0.708557; mean_similarity=0.675965; review_decision=accept
ai_activity;ai_technology;core_ai;gen_ai,aiml,phrase,medium,1,8,311,STAGE04_WORD2VEC,STAGE04_WORD2VEC:311,AI applications;AI capabilities;AI solutions;Generative AI;artificial intelligence;deep learning;generative artificial intelligence;machine learning,Stage 04 Word2Vec reviewed expansion; seed_count=8; best_rank=15; max_similarity=0.749595; mean_similarity=0.708729; review_decision=accept
ai_activity;ai_technology;gen_ai,copilot,phrase,medium,1,8,1597,STAGE04_WORD2VEC,STAGE04_WORD2VEC:1597,AI capabilities;AI tool;AI tools;ChatGPT;GPT-4;Generative AI;Generative AI tools;LLMs,Stage 04 Word2Vec reviewed expansion; seed_count=8; best_rank=20; max_similarity=0.744084; mean_similarity=0.686266; review_decision=accept
ai_technology;gen_ai,langchain,phrase,medium,1,8,14,STAGE04_WORD2VEC,STAGE04_WORD2VEC:14,AI model;AI models;AI tool;GPT-4;Generative AI models;Generative AI technologies;LLM;LLMs,Stage 04 Word2Vec reviewed expansion; seed_count=8; best_rank=17; max_similarity=0.724907; mean_similarity=0.680681; review_decision=accept
ai_methods;gen_ai,dall-e,phrase,medium,1,8,46,STAGE04_WORD2VEC,STAGE04_WORD2VEC:46,ChatGPT;GPT-3;GPT-4;Generative AI models;Generative AI tools;LLMs;large language models;reinforcement learning,Stage 04 Word2Vec reviewed expansion; seed_count=8; best_rank=11; max_similarity=0.720620; mean_similarity=0.699096; review_decision=accept
ai_methods;ai_technology;core_ai;gen_ai,ai-assisted,phrase,medium,1,8,195,STAGE04_WORD2VEC,STAGE04_WORD2VEC:195,AI technologies;AI technology;AI tool;AI tools;artificial intelligence;artificial intelligence technology;generative artificial intelligence;image recognition,Stage 04 Word2Vec reviewed expansion; seed_count=8; best_rank=6; max_similarity=0.707274; mean_similarity=0.673407; review_decision=accept
ai_methods;ai_technology;ai_workforce;gen_ai,pre-trained models,phrase,medium,1,8,28,STAGE04_WORD2VEC,STAGE04_WORD2VEC:28,AI model;AI skills;GPT-4;Generative AI models;LLM;LLMs;large language model;supervised learning,Stage 04 Word2Vec reviewed expansion; seed_count=8; best_rank=29; max_similarity=0.700442; mean_similarity=0.677009; review_decision=accept
ai_methods;core_ai;gen_ai,unsupervised learning,phrase,medium,1,7,43,STAGE04_WORD2VEC,STAGE04_WORD2VEC:43,GPT-4;deep learning;large language models;machine learning;neural networks;reinforcement learning;supervised learning,Stage 04 Word2Vec reviewed expansion; seed_count=7; best_rank=1; max_similarity=0.798538; mean_similarity=0.709565; review_decision=accept
ai_methods;ai_technology;core_ai,neural network-based,phrase,medium,1,7,41,STAGE04_WORD2VEC,STAGE04_WORD2VEC:41,AI technology;computer vision;deep learning;image recognition;neural network;neural networks;reinforcement learning,Stage 04 Word2Vec reviewed expansion; seed_count=7; best_rank=5; max_similarity=0.776128; mean_similarity=0.719955; review_decision=accept
ai_activity;ai_methods;ai_technology;core_ai,deep-learning,phrase,medium,1,7,76,STAGE04_WORD2VEC,STAGE04_WORD2VEC:76,AI solutions;AI technologies;artificial intelligence;artificial intelligence technologies;computer vision;deep learning;machine learning,Stage 04 Word2Vec reviewed expansion; seed_count=7; best_rank=20; max_similarity=0.754357; mean_similarity=0.698729; review_decision=accept
ai_activity;ai_technology;gen_ai,aigc,phrase,medium,1,7,403,STAGE04_WORD2VEC,STAGE04_WORD2VEC:403,AI investment;AI technologies;AI technology;Generative AI;Generative AI technology;Generative AI tools;large language model,Stage 04 Word2Vec reviewed expansion; seed_count=7; best_rank=25; max_similarity=0.714971; mean_similarity=0.657207; review_decision=accept
ai_activity;gen_ai,chatgpt et cetera,phrase,medium,1,7,18,STAGE04_WORD2VEC,STAGE04_WORD2VEC:18,AI adoption;AI investment;AI investments;ChatGPT;GPT-3;Generative AI;generative artificial intelligence,Stage 04 Word2Vec reviewed expansion; seed_count=7; best_rank=14; max_similarity=0.709991; mean_similarity=0.620430; review_decision=accept
ai_activity;gen_ai,gen-ai,phrase,medium,1,7,54,STAGE04_WORD2VEC,STAGE04_WORD2VEC:54,AI adoption;AI investment;AI investments;Generative AI;Generative AI models;Generative AI technologies;LLMs,Stage 04 Word2Vec reviewed expansion; seed_count=7; best_rank=9; max_similarity=0.708450; mean_similarity=0.624701; review_decision=accept
ai_activity;ai_methods;ai_technology;core_ai,machine learning-based,phrase,medium,1,6,309,STAGE04_WORD2VEC,STAGE04_WORD2VEC:309,AI capabilities;AI tool;artificial intelligence technology;machine learning;natural language processing;reinforcement learning,Stage 04 Word2Vec reviewed expansion; seed_count=6; best_rank=20; max_similarity=0.780429; mean_similarity=0.686632; review_decision=accept
ai_methods;core_ai;gen_ai,convolutional neural networks,phrase,medium,1,6,30,STAGE04_WORD2VEC,STAGE04_WORD2VEC:30,GPT-3;deep learning;neural network;neural networks;reinforcement learning;supervised learning,Stage 04 Word2Vec reviewed expansion; seed_count=6; best_rank=4; max_similarity=0.754696; mean_similarity=0.704672; review_decision=accept
gen_ai,gpt4,phrase,medium,1,6,32,STAGE04_WORD2VEC,STAGE04_WORD2VEC:32,ChatGPT;GPT-3;GPT-4;Generative AI models;Generative AI technologies;large language models,Stage 04 Word2Vec reviewed expansion; seed_count=6; best_rank=10; max_similarity=0.732421; mean_similarity=0.710856; review_decision=accept
ai_activity;ai_methods;automation_robotics;core_ai,machine learning et cetera,phrase,medium,1,6,60,STAGE04_WORD2VEC,STAGE04_WORD2VEC:60,AI investments;NLP;artificial intelligence;artificial intelligence technologies;machine learning;robotic process automation,Stage 04 Word2Vec reviewed expansion; seed_count=6; best_rank=23; max_similarity=0.726312; mean_similarity=0.650506; review_decision=accept
ai_methods;ai_technology;core_ai,artificial intelligence-based,phrase,medium,1,6,203,STAGE04_WORD2VEC,STAGE04_WORD2VEC:203,AI technologies;AI technology;AI tool;artificial intelligence;artificial intelligence technology;image recognition,Stage 04 Word2Vec reviewed expansion; seed_count=6; best_rank=11; max_similarity=0.708961; mean_similarity=0.681991; review_decision=accept
ai_methods;gen_ai,automl,phrase,medium,1,6,114,STAGE04_WORD2VEC,STAGE04_WORD2VEC:114,ChatGPT;GPT-3;GPT-4;Generative AI tools;NLP;large language models,Stage 04 Word2Vec reviewed expansion; seed_count=6; best_rank=22; max_similarity=0.699709; mean_similarity=0.661754; review_decision=accept
ai_methods;core_ai,dnn,phrase,medium,1,5,45,STAGE04_WORD2VEC,STAGE04_WORD2VEC:45,computer vision;deep learning;neural network;neural networks;reinforcement learning,Stage 04 Word2Vec reviewed expansion; seed_count=5; best_rank=7; max_similarity=0.743922; mean_similarity=0.706195; review_decision=accept
ai_activity;ai_technology;core_ai,machine learning-driven,phrase,medium,1,5,74,STAGE04_WORD2VEC,STAGE04_WORD2VEC:74,AI capabilities;AI tools;artificial intelligence technologies;artificial intelligence technology;machine learning,Stage 04 Word2Vec reviewed expansion; seed_count=5; best_rank=23; max_similarity=0.738262; mean_similarity=0.689435; review_decision=accept
ai_methods;ai_technology;automation_robotics;gen_ai,chatbots,phrase,medium,1,5,776,STAGE04_WORD2VEC,STAGE04_WORD2VEC:776,AI tools;ChatGPT;NLP;natural language processing;robotic process automation,Stage 04 Word2Vec reviewed expansion; seed_count=5; best_rank=7; max_similarity=0.726267; mean_similarity=0.683656; review_decision=accept
ai_activity;ai_technology;gen_ai,nvidia ai,phrase,medium,1,5,415,STAGE04_WORD2VEC,STAGE04_WORD2VEC:415,AI application;AI applications;AI solutions;LLM;large language models,Stage 04 Word2Vec reviewed expansion; seed_count=5; best_rank=14; max_similarity=0.725106; mean_similarity=0.688668; review_decision=accept
ai_activity;ai_technology;gen_ai,generative ai-powered,phrase,medium,1,5,59,STAGE04_WORD2VEC,STAGE04_WORD2VEC:59,AI capabilities;AI integration;AI tool;Generative AI technology;Generative AI tools,Stage 04 Word2Vec reviewed expansion; seed_count=5; best_rank=3; max_similarity=0.714908; mean_similarity=0.677606; review_decision=accept
ai_activity;gen_ai,github copilot,phrase,medium,1,5,149,STAGE04_WORD2VEC,STAGE04_WORD2VEC:149,AI investments;ChatGPT;GPT-3;GPT-4;Generative AI tools,Stage 04 Word2Vec reviewed expansion; seed_count=5; best_rank=10; max_similarity=0.703193; mean_similarity=0.651089; review_decision=accept
ai_methods;ai_technology;core_ai,machine-learning algorithms,phrase,medium,1,4,86,STAGE04_WORD2VEC,STAGE04_WORD2VEC:86,AI models;AI tools;machine learning;supervised learning,Stage 04 Word2Vec reviewed expansion; seed_count=4; best_rank=27; max_similarity=0.732335; mean_similarity=0.706085; review_decision=accept
ai_methods;ai_technology,rlhf,phrase,medium,1,4,15,STAGE04_WORD2VEC,STAGE04_WORD2VEC:15,AI model;AI tool;reinforcement learning;supervised learning,Stage 04 Word2Vec reviewed expansion; seed_count=4; best_rank=2; max_similarity=0.727680; mean_similarity=0.681242; review_decision=accept
ai_activity;ai_technology;core_ai,ai-based algorithms,phrase,medium,1,4,36,STAGE04_WORD2VEC,STAGE04_WORD2VEC:36,AI integration;AI technology;artificial intelligence technologies;artificial intelligence technology,Stage 04 Word2Vec reviewed expansion; seed_count=4; best_rank=9; max_similarity=0.712378; mean_similarity=0.683075; review_decision=accept
gen_ai,openai's chatgpt,phrase,medium,1,4,16,STAGE04_WORD2VEC,STAGE04_WORD2VEC:16,ChatGPT;GPT-4;Generative AI models;Generative AI tools,Stage 04 Word2Vec reviewed expansion; seed_count=4; best_rank=22; max_similarity=0.696117; mean_similarity=0.663831; review_decision=accept
ai_technology;gen_ai,llm-powered,phrase,medium,1,4,8,STAGE04_WORD2VEC,STAGE04_WORD2VEC:8,AI tool;ChatGPT;GPT-4;Generative AI tools,Stage 04 Word2Vec reviewed expansion; seed_count=4; best_rank=9; max_similarity=0.670258; mean_similarity=0.653031; review_decision=accept
gen_ai,openai chatgpt,phrase,medium,1,3,16,STAGE04_WORD2VEC,STAGE04_WORD2VEC:16,ChatGPT;GPT-3;GPT-4,Stage 04 Word2Vec reviewed expansion; seed_count=3; best_rank=15; max_similarity=0.731104; mean_similarity=0.675035; review_decision=accept
ai_methods;core_ai,dnns,phrase,medium,1,3,10,STAGE04_WORD2VEC,STAGE04_WORD2VEC:10,neural network;neural networks;supervised learning,Stage 04 Word2Vec reviewed expansion; seed_count=3; best_rank=21; max_similarity=0.724686; mean_similarity=0.701666; review_decision=accept
ai_methods,nlu,phrase,medium,1,3,86,STAGE04_WORD2VEC,STAGE04_WORD2VEC:86,NLP;image recognition;natural language processing,Stage 04 Word2Vec reviewed expansion; seed_count=3; best_rank=3; max_similarity=0.720150; mean_similarity=0.675621; review_decision=accept
ai_activity;ai_technology;ai_workforce,generative ai-enabled,phrase,medium,1,3,14,STAGE04_WORD2VEC,STAGE04_WORD2VEC:14,AI integration;AI skills;AI tool,Stage 04 Word2Vec reviewed expansion; seed_count=3; best_rank=1; max_similarity=0.716440; mean_similarity=0.668645; review_decision=accept
ai_activity;core_ai,artificial intelligence et cetera,phrase,medium,1,3,60,STAGE04_WORD2VEC,STAGE04_WORD2VEC:60,AI investments;artificial intelligence;artificial intelligence technologies,Stage 04 Word2Vec reviewed expansion; seed_count=3; best_rank=11; max_similarity=0.714161; mean_similarity=0.654732; review_decision=accept
ai_methods,text-to-speech,phrase,medium,1,3,153,STAGE04_WORD2VEC,STAGE04_WORD2VEC:153,NLP;image recognition;natural language processing,Stage 04 Word2Vec reviewed expansion; seed_count=3; best_rank=12; max_similarity=0.712879; mean_similarity=0.675376; review_decision=accept
ai_activity;core_ai;gen_ai,ai et cetera,phrase,medium,1,3,145,STAGE04_WORD2VEC,STAGE04_WORD2VEC:145,AI investments;Generative AI technologies;artificial intelligence,Stage 04 Word2Vec reviewed expansion; seed_count=3; best_rank=6; max_similarity=0.712598; mean_similarity=0.663057; review_decision=accept
ai_methods;ai_technology;core_ai,cnn-based,phrase,medium,1,3,14,STAGE04_WORD2VEC,STAGE04_WORD2VEC:14,AI application;computer vision;neural network,Stage 04 Word2Vec reviewed expansion; seed_count=3; best_rank=21; max_similarity=0.704499; mean_similarity=0.678605; review_decision=accept
gen_ai,azure openai,phrase,medium,1,3,95,STAGE04_WORD2VEC,STAGE04_WORD2VEC:95,Generative AI models;LLM;LLMs,Stage 04 Word2Vec reviewed expansion; seed_count=3; best_rank=28; max_similarity=0.704425; mean_similarity=0.699718; review_decision=accept
gen_ai,microsoft copilot,phrase,medium,1,3,111,STAGE04_WORD2VEC,STAGE04_WORD2VEC:111,ChatGPT;Generative AI;Generative AI tools,Stage 04 Word2Vec reviewed expansion; seed_count=3; best_rank=11; max_similarity=0.703827; mean_similarity=0.691448; review_decision=accept
ai_activity;core_ai,ai-backed,phrase,medium,1,3,40,STAGE04_WORD2VEC,STAGE04_WORD2VEC:40,AI integration;artificial intelligence technologies;artificial intelligence technology,Stage 04 Word2Vec reviewed expansion; seed_count=3; best_rank=11; max_similarity=0.701101; mean_similarity=0.670952; review_decision=accept
ai_activity;ai_technology,ai inferencing,phrase,medium,1,3,84,STAGE04_WORD2VEC,STAGE04_WORD2VEC:84,AI adoption;AI application;AI applications,Stage 04 Word2Vec reviewed expansion; seed_count=3; best_rank=26; max_similarity=0.695687; mean_similarity=0.636802; review_decision=accept
ai_activity;ai_technology,ai-dedicated,phrase,medium,1,3,7,STAGE04_WORD2VEC,STAGE04_WORD2VEC:7,AI adoption;AI application;AI applications,Stage 04 Word2Vec reviewed expansion; seed_count=3; best_rank=32; max_similarity=0.690969; mean_similarity=0.629692; review_decision=accept
ai_activity;ai_technology;core_ai,ai-enhanced,phrase,medium,1,3,101,STAGE04_WORD2VEC,STAGE04_WORD2VEC:101,AI integration;AI tool;artificial intelligence technology,Stage 04 Word2Vec reviewed expansion; seed_count=3; best_rank=17; max_similarity=0.687362; mean_similarity=0.656318; review_decision=accept
ai_technology;gen_ai,generative ai-based,phrase,medium,1,3,40,STAGE04_WORD2VEC,STAGE04_WORD2VEC:40,AI tool;Generative AI technology;Generative AI tools,Stage 04 Word2Vec reviewed expansion; seed_count=3; best_rank=19; max_similarity=0.678648; mean_similarity=0.657350; review_decision=accept
ai_methods;gen_ai,gpt-based,phrase,medium,1,3,5,STAGE04_WORD2VEC,STAGE04_WORD2VEC:5,Generative AI technologies;Generative AI technology;NLP,Stage 04 Word2Vec reviewed expansion; seed_count=3; best_rank=32; max_similarity=0.673500; mean_similarity=0.643444; review_decision=accept
ai_activity;ai_technology;gen_ai,ai's,phrase,medium,1,3,326,STAGE04_WORD2VEC,STAGE04_WORD2VEC:326,AI adoption;AI technologies;generative artificial intelligence,Stage 04 Word2Vec reviewed expansion; seed_count=3; best_rank=39; max_similarity=0.672880; mean_similarity=0.624267; review_decision=accept
ai_activity;core_ai,machine-learning-driven,phrase,medium,1,3,9,STAGE04_WORD2VEC,STAGE04_WORD2VEC:9,AI integration;AI investments;artificial intelligence technologies,Stage 04 Word2Vec reviewed expansion; seed_count=3; best_rank=23; max_similarity=0.670380; mean_similarity=0.617951; review_decision=accept
ai_activity,multi-llm,phrase,medium,1,2,5,STAGE04_WORD2VEC,STAGE04_WORD2VEC:5,AI implementation;Artificial intelligence adoption,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=13; max_similarity=0.734360; mean_similarity=0.675452; review_decision=accept
gen_ai,chatgpt's,phrase,medium,1,2,26,STAGE04_WORD2VEC,STAGE04_WORD2VEC:26,ChatGPT;GPT-4,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=18; max_similarity=0.718559; mean_similarity=0.677743; review_decision=accept
ai_activity;core_ai,artificial intelligence-powered,phrase,medium,1,2,50,STAGE04_WORD2VEC,STAGE04_WORD2VEC:50,AI integration;artificial intelligence technology,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=10; max_similarity=0.708678; mean_similarity=0.688118; review_decision=accept
automation_robotics;core_ai,artificial intelligence robotics,phrase,medium,1,2,68,STAGE04_WORD2VEC,STAGE04_WORD2VEC:68,artificial intelligence;robotics,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=43; max_similarity=0.706863; mean_similarity=0.651487; review_decision=accept
ai_activity;core_ai,artificial intelligence-driven,phrase,medium,1,2,101,STAGE04_WORD2VEC,STAGE04_WORD2VEC:101,AI integration;artificial intelligence technology,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=15; max_similarity=0.692044; mean_similarity=0.667657; review_decision=accept
ai_activity;ai_methods,computer-vision,phrase,medium,1,2,8,STAGE04_WORD2VEC,STAGE04_WORD2VEC:8,AI integration;computer vision,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=24; max_similarity=0.690333; mean_similarity=0.673332; review_decision=accept
ai_technology,on-device ai,phrase,medium,1,2,93,STAGE04_WORD2VEC,STAGE04_WORD2VEC:93,AI application;AI applications,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=24; max_similarity=0.684925; mean_similarity=0.671203; review_decision=accept
ai_activity;ai_workforce,ai-infused,phrase,medium,1,2,62,STAGE04_WORD2VEC,STAGE04_WORD2VEC:62,AI skills;AI solutions,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=27; max_similarity=0.680556; mean_similarity=0.678849; review_decision=accept
gen_ai,gpt-2,phrase,medium,1,2,5,STAGE04_WORD2VEC,STAGE04_WORD2VEC:5,GPT-3;GPT-4,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=26; max_similarity=0.677582; mean_similarity=0.652923; review_decision=accept
gen_ai,claire copilot,phrase,medium,1,2,23,STAGE04_WORD2VEC,STAGE04_WORD2VEC:23,Generative AI technologies;Generative AI technology,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=42; max_similarity=0.677215; mean_similarity=0.660644; review_decision=accept
ai_activity;ai_technology,ai-optimized,phrase,medium,1,2,40,STAGE04_WORD2VEC,STAGE04_WORD2VEC:40,AI applications;AI investments,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=15; max_similarity=0.672745; mean_similarity=0.615621; review_decision=accept
ai_activity;ai_technology,ai-guided,phrase,medium,1,2,24,STAGE04_WORD2VEC,STAGE04_WORD2VEC:24,AI integration;AI tool,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=7; max_similarity=0.668257; mean_similarity=0.662150; review_decision=accept
ai_activity,ai-enriched,phrase,medium,1,2,9,STAGE04_WORD2VEC,STAGE04_WORD2VEC:9,AI implementation;AI integration,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=12; max_similarity=0.661151; mean_similarity=0.626678; review_decision=accept
ai_activity,genai-based,phrase,medium,1,2,9,STAGE04_WORD2VEC,STAGE04_WORD2VEC:9,AI implementation;AI solutions,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=41; max_similarity=0.652108; mean_similarity=0.622010; review_decision=accept
ai_activity;gen_ai,ai-only,phrase,medium,1,2,10,STAGE04_WORD2VEC,STAGE04_WORD2VEC:10,AI adoption;generative artificial intelligence,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=17; max_similarity=0.649180; mean_similarity=0.617402; review_decision=accept
ai_methods;ai_technology,ai ml-based,phrase,medium,1,2,38,STAGE04_WORD2VEC,STAGE04_WORD2VEC:38,AI tool;NLP,Stage 04 Word2Vec reviewed expansion; seed_count=2; best_rank=44; max_similarity=0.627641; mean_similarity=0.612643; review_decision=accept
ai_methods,self-supervised learning,phrase,medium,1,1,24,STAGE04_WORD2VEC,STAGE04_WORD2VEC:24,supervised learning,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=12; max_similarity=0.726090; mean_similarity=0.726090; review_decision=accept
core_ai,neuromorphic computing,phrase,medium,1,1,38,STAGE04_WORD2VEC,STAGE04_WORD2VEC:38,deep learning,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=48; max_similarity=0.714962; mean_similarity=0.714962; review_decision=accept
gen_ai,generative ai's,phrase,medium,1,1,18,STAGE04_WORD2VEC,STAGE04_WORD2VEC:18,Generative AI models,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=28; max_similarity=0.703245; mean_similarity=0.703245; review_decision=accept
ai_activity,ai-empowered,phrase,medium,1,1,35,STAGE04_WORD2VEC,STAGE04_WORD2VEC:35,AI integration,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=1; max_similarity=0.700736; mean_similarity=0.700736; review_decision=accept
core_ai,machine-learning techniques,phrase,medium,1,1,19,STAGE04_WORD2VEC,STAGE04_WORD2VEC:19,artificial intelligence technologies,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=13; max_similarity=0.699229; mean_similarity=0.699229; review_decision=accept
ai_workforce,vitis ai,phrase,medium,1,1,18,STAGE04_WORD2VEC,STAGE04_WORD2VEC:18,AI skills,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=7; max_similarity=0.697060; mean_similarity=0.697060; review_decision=accept
ai_workforce,einstein gpt,phrase,medium,1,1,30,STAGE04_WORD2VEC,STAGE04_WORD2VEC:30,AI skills,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=37; max_similarity=0.669362; mean_similarity=0.669362; review_decision=accept
ai_methods,computer vision-based,phrase,medium,1,1,22,STAGE04_WORD2VEC,STAGE04_WORD2VEC:22,image recognition,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=26; max_similarity=0.664045; mean_similarity=0.664045; review_decision=accept
core_ai,scibids ai,phrase,medium,1,1,27,STAGE04_WORD2VEC,STAGE04_WORD2VEC:27,artificial intelligence technologies,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=48; max_similarity=0.659971; mean_similarity=0.659971; review_decision=accept
ai_technology,pre-trained,phrase,medium,1,1,69,STAGE04_WORD2VEC,STAGE04_WORD2VEC:69,AI model,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=43; max_similarity=0.659772; mean_similarity=0.659772; review_decision=accept
ai_activity,soundhound chat ai,phrase,medium,1,1,16,STAGE04_WORD2VEC,STAGE04_WORD2VEC:16,AI integration,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=17; max_similarity=0.658644; mean_similarity=0.658644; review_decision=accept
ai_activity,genai-powered,phrase,medium,1,1,14,STAGE04_WORD2VEC,STAGE04_WORD2VEC:14,AI integration,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=21; max_similarity=0.657460; mean_similarity=0.657460; review_decision=accept
gen_ai,ai-led,phrase,medium,1,1,109,STAGE04_WORD2VEC,STAGE04_WORD2VEC:109,generative artificial intelligence,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=30; max_similarity=0.650256; mean_similarity=0.650256; review_decision=accept
gen_ai,ai-first,phrase,medium,1,1,167,STAGE04_WORD2VEC,STAGE04_WORD2VEC:167,Generative AI technology,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=43; max_similarity=0.649866; mean_similarity=0.649866; review_decision=accept
gen_ai,chatgpt-style,phrase,medium,1,1,9,STAGE04_WORD2VEC,STAGE04_WORD2VEC:9,Generative AI technology,Stage 04 Word2Vec reviewed expansion; seed_count=1; best_rank=44; max_similarity=0.649595; mean_similarity=0.649595; review_decision=accept
