id,round,sample_type,period_or_case,why_sampled,ai_label,confidence,false_positive,needs_review,notes,year,quarter,company,ticker,date,section,speaker,terms,matched_text,concept_group,priority,sentence,prev_sentence,next_sentence,context_window,candidate_id,document_id,event_id,sentence_id,source_csv,xml_path,term_count,match_count
R01-0590,round01,random,2021-2022,period-stratified random draw from full Stage 05 candidate pool,,,,,,2021,1,Ambarella Inc,AMBA.OQ,2021-03-02,presentation,"Feng-Ming Wang, Ambarella, Inc. - Co-Founder, President, CEO &amp; Executive Chairman",ai-based algorithms;ai-based,AI-based algorithms;AI-based,ai_activity;ai_technology;core_ai;ai_activity;ai_methods;ai_technology;core_ai;gen_ai,medium,It combines Ambarella's powerful CVflow AI engines with dual Arm A76 CPUs to provide the performance necessary for a wide range of AI-based algorithms.,"The new SoC will enable the development of intelligent automotive camera systems, consumer cameras and the robotic cameras.","Fabricated in the most advanced 5-nanometer process technology, we believe CV5 sets a new industry benchmark for power consumption, consuming approximately 2 watts of power while including 8K video at 30 frames per second or 5 watts at 60 frames per second.","The new SoC will enable the development of intelligent automotive camera systems, consumer cameras and the robotic cameras. [SEP] It combines Ambarella's powerful CVflow AI engines with dual Arm A76 CPUs to provide the performance necessary for a wide range of AI-based algorithms. [SEP] Fabricated in the most advanced 5-nanometer process technology, we believe CV5 sets a new industry benchmark for power consumption, consuming approximately 2 watts of power while including 8K video at 30 frames per second or 5 watts at 60 frames per second.",13633985__13633985_presentation_00036,13633985,13633985,13633985_presentation_00036,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2021\transcript_sentences.csv,Data_Conference call transcripts\2021\13633985_T.xml,2,2
R01-0591,round01,random,2023-2024,period-stratified random draw from full Stage 05 candidate pool,,,,,,2023,4,Snowflake Inc.,SNOW.N,2023-11-29,qa,"Christian Kleinerman, Snowflake Inc. - SVP of Product",large language models;Generative AI;inferencing,large language models;generative AI;inferencing,gen_ai;ai_activity;ai_technology;core_ai;gen_ai,high;medium,"And we've had a number of announcements at Snowflake Summit for those such use cases, but we obviously see lots of interest on generative AI and large language models where we have also expanded Snowflake's capability to do both hosting via Snowpark Container Services, but more seamless inferencing via the new Snowflake Cortex.",We see actually interest on both the traditional data science and ML platform.,So we see strong demand from our broad customer base for both types of use cases.,"We see actually interest on both the traditional data science and ML platform. [SEP] And we've had a number of announcements at Snowflake Summit for those such use cases, but we obviously see lots of interest on generative AI and large language models where we have also expanded Snowflake's capability to do both hosting via Snowpark Container Services, but more seamless inferencing via the new Snowflake Cortex. [SEP] So we see strong demand from our broad customer base for both types of use cases.",15788170__15788170_qa_00391,15788170,15788170,15788170_qa_00391,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2023\transcript_sentences.csv,Data_Conference call transcripts\2023\15788170_T.xml,3,3
R01-0592,round01,hard_case,standalone_ai,"standalone ""AI"" without stronger AI phrase; likely ambiguous/noisy",,,,,,2023,2,Bumble Inc,BMBL.OQ,2023-05-22,qa,"Cory Alan Carpenter, JPMorgan Chase &amp; Co, Research Division - Analyst",AI,AI,core_ai,medium,AI.,Passionate.,It's a nice where you're putting it.,Passionate. [SEP] AI. [SEP] It's a nice where you're putting it.,15585215__15585215_qa_00356,15585215,15585215,15585215_qa_00356,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2023\transcript_sentences.csv,Data_Conference call transcripts\2023\15585215_T.xml,1,1
R01-0593,round01,random,2023-2024,period-stratified random draw from full Stage 05 candidate pool,,,,,,2023,4,International Business Machines Corp,IBM.N,2023-10-25,presentation,"Arvind Krishna, International Business Machines Corporation - CEO &amp; Chairman of the Board",Generative AI,generative AI,gen_ai,high,Our book of business in the third quarter specifically related to generative AI was in the low hundreds of millions of dollars.,"We have also seen this internally, as we apply our AI capabilities to areas such as client support, HR, IT optimization and source to pay to automate a significant portion of tasks and improve the productivity of our people.",The interest is larger with thousands of hands-on interactions with our clients.,"We have also seen this internally, as we apply our AI capabilities to areas such as client support, HR, IT optimization and source to pay to automate a significant portion of tasks and improve the productivity of our people. [SEP] Our book of business in the third quarter specifically related to generative AI was in the low hundreds of millions of dollars. [SEP] The interest is larger with thousands of hands-on interactions with our clients.",15769064__15769064_presentation_00065,15769064,15769064,15769064_presentation_00065,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2023\transcript_sentences.csv,Data_Conference call transcripts\2023\15769064_T.xml,1,1
R01-0594,round01,random,2023-2024,period-stratified random draw from full Stage 05 candidate pool,,,,,,2023,4,Himax Technologies Inc,HIMX.OQ,2023-11-09,presentation,"Jordan Wu, Himax Technologies, Inc. - Co-Founder, President, CEO &amp; Director",AI,AI,core_ai,medium,"Moreover, our AI functionality can include vehicle type recognition, which enhances the effective utilization of parking spaces.","Additionally, our module operates efficiently with ultralow power, making it a viable choice for battery-powered parking systems, thereby greatly simplifying the installation process and reducing maintenance costs.","Beyond the parking solution, there is a growing interest in applications for our Intelli-Sensing Module in areas such as retail shelf management and human flow monitoring, among others.","Additionally, our module operates efficiently with ultralow power, making it a viable choice for battery-powered parking systems, thereby greatly simplifying the installation process and reducing maintenance costs. [SEP] Moreover, our AI functionality can include vehicle type recognition, which enhances the effective utilization of parking spaces. [SEP] Beyond the parking solution, there is a growing interest in applications for our Intelli-Sensing Module in areas such as retail shelf management and human flow monitoring, among others.",15769626__15769626_presentation_00162,15769626,15769626,15769626_presentation_00162,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2023\transcript_sentences.csv,Data_Conference call transcripts\2023\15769626_T.xml,1,1
R01-0595,round01,random,2023-2024,period-stratified random draw from full Stage 05 candidate pool,,,,,,2023,3,Synopsys Inc,SNPS.OQ,2023-08-22,qa,"Blair Harold Abernethy, Rosenblatt Securities Inc., Research Division - Senior Software Analyst",AI,AI,core_ai,medium,I really appreciate Shankar and Trey spending the time with us this afternoon to give us your perspective on AI.,"Well, listen, we're at our time here.",It certainly seems like just a tremendous amount of innovation happening both on your side of the fence and on your customers' side of the fence.,"Well, listen, we're at our time here. [SEP] I really appreciate Shankar and Trey spending the time with us this afternoon to give us your perspective on AI. [SEP] It certainly seems like just a tremendous amount of innovation happening both on your side of the fence and on your customers' side of the fence.",15708189__15708189_qa_00336,15708189,15708189,15708189_qa_00336,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2023\transcript_sentences.csv,Data_Conference call transcripts\2023\15708189_T.xml,1,1
R01-0596,round01,hard_case,standalone_ai,"standalone ""AI"" without stronger AI phrase; likely ambiguous/noisy",,,,,,2006,4,Advance Auto Parts Inc,AAP,2006-11-29,qa,"Adam Bergman, Advance Auto Parts - Head of IR",AI,AI,core_ai,medium,Can you talk about your expectations for cannibalization of an Advance commercial program as AI enters the market?,But we will continue as AI gets bigger to look at how much detail we'll continue to provide or will provide relative to their specific operations.,I can take that from the Advance standpoint.,But we will continue as AI gets bigger to look at how much detail we'll continue to provide or will provide relative to their specific operations. [SEP] Can you talk about your expectations for cannibalization of an Advance commercial program as AI enters the market? [SEP] I can take that from the Advance standpoint.,1394106__1394106_qa_01457,1394106,1394106,1394106_qa_01457,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2006\transcript_sentences.csv,Data_Conference call transcripts\2006\1394106_T.xml,1,1
R01-0597,round01,likely_ai,2023-2024,strong AI term matched; enrich likely positive examples,,,,,,2024,1,NVIDIA Corp,NVDA.OQ,2024-01-24,presentation,Daniel Yu,AI models,AI models,ai_technology,medium,We can easily generate countless samples to train valuable AI models.,"But each frame right now is an independent sample being generated through our extension, and we no longer need to wait for months or even years to collect enough data for AI model training.","And after generating the 3D data in the previous page with defects of the whole Board, we can integrate the lighting conditions of the environment in the digital twin and then provide huge amounts of realistic synthetic data that matches the needs of manufacturers.","But each frame right now is an independent sample being generated through our extension, and we no longer need to wait for months or even years to collect enough data for AI model training. [SEP] We can easily generate countless samples to train valuable AI models. [SEP] And after generating the 3D data in the previous page with defects of the whole Board, we can integrate the lighting conditions of the environment in the digital twin and then provide huge amounts of realistic synthetic data that matches the needs of manufacturers.",15862698__15862698_presentation_00516,15862698,15862698,15862698_presentation_00516,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2024\transcript_sentences.csv,Data_Conference call transcripts\2024\15862698_T.xml,1,1
R01-0598,round01,likely_ai,2001-2015,strong AI term matched; enrich likely positive examples,,,,,,2014,3,Dealertrack Technologies Inc,TRAK.O^J15,2014-09-11,presentation,"Rick Gibbs, Dealertrack Technologies, Inc. - EVP, Digital Marketing Solutions",machine learning,machine learning,core_ai,high,"Now you think that analysts have to be behind the scenes figuring out where and how to shuffle this money around, but in reality, we built some machine learning technologies that figures this out watches what's happening, adapts to the changes because this is all happening in 100 milliseconds to figure out the right way to buy the media.",And then you mix that with the 65 million visitors hitting our web properties and the number of vehicles that are being viewed this is a massive amount of data that we can compile into these algorithms to figure out where to spend the money.,So this massive technology base serve handling billions and billions of requests per day where 65 million people are hitting our websites.,"And then you mix that with the 65 million visitors hitting our web properties and the number of vehicles that are being viewed this is a massive amount of data that we can compile into these algorithms to figure out where to spend the money. [SEP] Now you think that analysts have to be behind the scenes figuring out where and how to shuffle this money around, but in reality, we built some machine learning technologies that figures this out watches what's happening, adapts to the changes because this is all happening in 100 milliseconds to figure out the right way to buy the media. [SEP] So this massive technology base serve handling billions and billions of requests per day where 65 million people are hitting our websites.",5483381__5483381_presentation_00684,5483381,5483381,5483381_presentation_00684,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2014\transcript_sentences.csv,Data_Conference call transcripts\2014\5483381_T.xml,1,1
R01-0599,round01,hard_case,weak_or_noisy_terms,weak or generic technology term; likely hard negative,,,,,,2020,2,Hewlett Packard Enterprise Co,HPE.N,2020-06-23,qa,"Tanja Vainio, Impact Coatings AB (publ) - Independent Director",robotics,Robotics,automation_robotics,medium,"At Robotics and Automation, we focus on easy-to-use robotic applications.",It's also about user experience.,"And it's very good fit with the GreenLake solutions that offer self-service, automation and management.","It's also about user experience. [SEP] At Robotics and Automation, we focus on easy-to-use robotic applications. [SEP] And it's very good fit with the GreenLake solutions that offer self-service, automation and management.",13223933__13223933_qa_00932,13223933,13223933,13223933_qa_00932,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2020\transcript_sentences.csv,Data_Conference call transcripts\2020\13223933_T.xml,1,1
R01-0600,round01,likely_ai,2001-2015,strong AI term matched; enrich likely positive examples,,,,,,2013,2,Sourcefire LLC,FIRE.OQ^J13,2013-05-30,presentation,"Oliver Friedrichs, Sourcefire, Inc. - SVP -- Cloud Technology Group",machine learning,machine learning,core_ai,high,"I'd say that I left Symantec in 2008 to start the company with the premise that we are going to use the latest technologies; we're going to use Big Data, cloud, analytics, machine learning, and other approaches to solve the malware problem.",And really what Marty saw in us was the cloud-based analytics platform that we had built.,"And at the time, we didn't really embrace the Big Data buzzword which it's become today.","And really what Marty saw in us was the cloud-based analytics platform that we had built. [SEP] I'd say that I left Symantec in 2008 to start the company with the premise that we are going to use the latest technologies; we're going to use Big Data, cloud, analytics, machine learning, and other approaches to solve the malware problem. [SEP] And at the time, we didn't really embrace the Big Data buzzword which it's become today.",5077630__5077630_presentation_00370,5077630,5077630,5077630_presentation_00370,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2013\transcript_sentences.csv,Data_Conference call transcripts\2013\5077630_T.xml,1,1
R01-0601,round01,likely_ai,2021-2022,strong AI term matched; enrich likely positive examples,,,,,,2021,3,OpGen Inc,OPGN.OQ,2021-08-12,presentation,"Oliver Schacht, OpGen, Inc. - CEO, President &amp; Director",ai-powered,AI-powered,ai_activity;ai_methods;ai_technology;core_ai;gen_ai,medium,"In return, Ares will provide certain next-generation sequencing services and its AI-powered predictive AST capabilities to the partner lab.","As part of that collaboration, Ares has the right to select a large number of key isolates for sequencing and data curation, thereby significantly expanding the Ares database content and scope as a leading database of AML markers and AST data.","Also during the second quarter of 2021, Ares amended its licensing agreement with QIAGEN to now allow for nonexclusive access to research use only of the ARESdb and thereby opening up the path to adding further collaboration partners for global research users off the platform.","As part of that collaboration, Ares has the right to select a large number of key isolates for sequencing and data curation, thereby significantly expanding the Ares database content and scope as a leading database of AML markers and AST data. [SEP] In return, Ares will provide certain next-generation sequencing services and its AI-powered predictive AST capabilities to the partner lab. [SEP] Also during the second quarter of 2021, Ares amended its licensing agreement with QIAGEN to now allow for nonexclusive access to research use only of the ARESdb and thereby opening up the path to adding further collaboration partners for global research users off the platform.",14944079__14944079_presentation_00047,14944079,14944079,14944079_presentation_00047,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2021\transcript_sentences.csv,Data_Conference call transcripts\2021\14944079_T.xml,1,1
R01-0602,round01,likely_ai,2021-2022,strong AI term matched; enrich likely positive examples,,,,,,2022,4,Indusind Bank Ltd,INBK.NS,2022-11-22,qa,"Soumitra Sen, IndusInd Bank Limited - Head of Consumer Bank &amp; Marketing",artificial intelligence;machine learning,artificial intelligence;machine learning,core_ai,high,"What actually is helping is that, if you look at the artificial intelligence and the machine learning, when these are getting integrated, what -- that's a bank we are getting the benefit as that, we can anticipate in our client needs.",So we will keep on opening the accounts.,"So we have become much more intuitive, okay?","So we will keep on opening the accounts. [SEP] What actually is helping is that, if you look at the artificial intelligence and the machine learning, when these are getting integrated, what -- that's a bank we are getting the benefit as that, we can anticipate in our client needs. [SEP] So we have become much more intuitive, okay?",15406507__15406507_qa_01099,15406507,15406507,15406507_qa_01099,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2022\transcript_sentences.csv,Data_Conference call transcripts\2022\15406507_T.xml,2,2
R01-0603,round01,random,2021-2022,period-stratified random draw from full Stage 05 candidate pool,,,,,,2022,1,Pegasystems Inc,PEGA.OQ,2022-03-10,qa,"Kenneth R. Stillwell, Pegasystems Inc. - COO &amp; CFO",AI,AI,core_ai,medium,They need to push things through AI.,They need to automate.,They need to get the amount of physical human touch and people on the phone to be minimized.,They need to automate. [SEP] They need to push things through AI. [SEP] They need to get the amount of physical human touch and people on the phone to be minimized.,15129501__15129501_qa_00087,15129501,15129501,15129501_qa_00087,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2022\transcript_sentences.csv,Data_Conference call transcripts\2022\15129501_T.xml,1,1
R01-0604,round01,random,2016-2020,period-stratified random draw from full Stage 05 candidate pool,,,,,,2020,4,SoftBank Group Corp,9984.T,2020-11-09,presentation,"Masayoshi Son, SoftBank Group Corp. - Founder, Chairman of the Board &amp; CEO",AI,AI,core_ai,medium,"Not only are we understanding, not only inferring, but also creating is additional capability that AI has.","And medical related, actually, 10% of the -- 10% are the GDP of medical industry and also further creation is something that's supported by AI.",But this is the AI experimental automation and also design of genetically modified microorganisms so that anything that has not been there in earth can be created.,"And medical related, actually, 10% of the -- 10% are the GDP of medical industry and also further creation is something that's supported by AI. [SEP] Not only are we understanding, not only inferring, but also creating is additional capability that AI has. [SEP] But this is the AI experimental automation and also design of genetically modified microorganisms so that anything that has not been there in earth can be created.",13421436__13421436_presentation_00441,13421436,13421436,13421436_presentation_00441,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2020\transcript_sentences.csv,Data_Conference call transcripts\2020\13421436_T.xml,1,1
R01-0605,round01,likely_ai,2016-2020,strong AI term matched; enrich likely positive examples,,,,,,2016,4,SoftBank Group Corp,9984.T,2016-10-25,presentation,"Masayoshi Son, SoftBank Group Corp. - Chairman and CEO",artificial intelligence,artificial intelligence,core_ai,high,So the next is artificial intelligence.,"This analytic will give us intelligence, and this deep learning will make us supersmart.","So these IoT get connected, they become smart and then connect through the cloud.","This analytic will give us intelligence, and this deep learning will make us supersmart. [SEP] So the next is artificial intelligence. [SEP] So these IoT get connected, they become smart and then connect through the cloud.",6382197__6382197_presentation_00024,6382197,6382197,6382197_presentation_00024,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2016\transcript_sentences.csv,Data_Conference call transcripts\2016\6382197_T.xml,1,1
R01-0606,round01,random,2021-2022,period-stratified random draw from full Stage 05 candidate pool,,,,,,2022,2,Ryder System Inc,R.N,2022-06-03,presentation,"John Steven Sensing, Ryder System, Inc. - President of Global Supply Chain Solutions &amp; Dedicated Transportation Solutions",robotics,robotics,automation_robotics,medium,"And then as you think about automation and robotics, they've got to communicate with the warehouse management system.",So anything we can do to make it easier is going to attract and retain drivers.,So Raj's team is focused on building out our warehouse execution system.,"So anything we can do to make it easier is going to attract and retain drivers. [SEP] And then as you think about automation and robotics, they've got to communicate with the warehouse management system. [SEP] So Raj's team is focused on building out our warehouse execution system.",15123239__15123239_presentation_00616,15123239,15123239,15123239_presentation_00616,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2022\transcript_sentences.csv,Data_Conference call transcripts\2022\15123239_T.xml,1,1
R01-0607,round01,likely_ai,2021-2022,strong AI term matched; enrich likely positive examples,,,,,,2021,1,NVIDIA Corp,NVDA.OQ,2021-01-12,qa,"Ian Buck, NVIDIA Corporation - VP of Accelerated Computing Business Unit",deep learning,deep learning,core_ai,high,"We've been investing in software called TensorRT, which is sort of a deep learning inference compiler.",Delivering the best performance on these problems isn't just having a chip with a lot of flops but having the algorithms and the optimizations and the software stack to execute them at the right precision and maintain the accuracy and continue to provide the high throughput.,"It takes the model which you trained from TensorFlow or PyTorch or whatever and compiles it down to reduce precision, FP16 or an in date, and runs it in real-time.","Delivering the best performance on these problems isn't just having a chip with a lot of flops but having the algorithms and the optimizations and the software stack to execute them at the right precision and maintain the accuracy and continue to provide the high throughput. [SEP] We've been investing in software called TensorRT, which is sort of a deep learning inference compiler. [SEP] It takes the model which you trained from TensorFlow or PyTorch or whatever and compiles it down to reduce precision, FP16 or an in date, and runs it in real-time.",13562954__13562954_qa_00257,13562954,13562954,13562954_qa_00257,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2021\transcript_sentences.csv,Data_Conference call transcripts\2021\13562954_T.xml,1,1
R01-0608,round01,hard_case,weak_or_noisy_terms,weak or generic technology term; likely hard negative,,,,,,2019,1,NuVasive Inc,NUVA,2019-01-07,presentation,"J. Christopher Barry, NuVasive, Inc. - CEO",robotics,robotics,automation_robotics,medium,"But overall, kind of going back to the 3 pillars, I feel like we're poised to continue to really drive disruptive technology not only in our core hardware but what we're doing with Surgical Intelligence and ultimately into the world of automation and robotics.","Share repurchase program, this is something that we still have as a strategy should we choose to deploy this.","Applying operational excellence not just to our manufacturing, not just to our logistics but to every facet of NuVasive and ensuring disciplined spending and ensuring that we are really looking at the contribution of every dollar within the organization to drive profitable growth.","Share repurchase program, this is something that we still have as a strategy should we choose to deploy this. [SEP] But overall, kind of going back to the 3 pillars, I feel like we're poised to continue to really drive disruptive technology not only in our core hardware but what we're doing with Surgical Intelligence and ultimately into the world of automation and robotics. [SEP] Applying operational excellence not just to our manufacturing, not just to our logistics but to every facet of NuVasive and ensuring disciplined spending and ensuring that we are really looking at the contribution of every dollar within the organization to drive profitable growth.",12245658__12245658_presentation_00212,12245658,12245658,12245658_presentation_00212,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2019\transcript_sentences.csv,Data_Conference call transcripts\2019\12245658_T.xml,1,1
R01-0609,round01,likely_ai,2021-2022,strong AI term matched; enrich likely positive examples,,,,,,2021,3,NeoPhotonics Corp,NPTN.N,2021-08-03,presentation,"Timothy Storrs Jenks, NeoPhotonics Corporation - Chairman, CEO, President &amp; Head of Sales",machine learning;ai-enabled,machine learning;AI-enabled,core_ai;ai_activity;ai_methods;ai_technology;automation_robotics;core_ai;gen_ai,high;medium,"AI-enabled applications, such as autonomous vehicles and machine learning, will rapidly expand traffic and bandwidth requirements in the edge cloud market.",The cloud and hyperscale interconnect market is expected to soon rival the telecom market in high-speed interconnects.,These are huge megatrends that we believe will expand ZR applications and deliver accelerated growth with each overlapping cycle for at least several years.,"The cloud and hyperscale interconnect market is expected to soon rival the telecom market in high-speed interconnects. [SEP] AI-enabled applications, such as autonomous vehicles and machine learning, will rapidly expand traffic and bandwidth requirements in the edge cloud market. [SEP] These are huge megatrends that we believe will expand ZR applications and deliver accelerated growth with each overlapping cycle for at least several years.",14930613__14930613_presentation_00036,14930613,14930613,14930613_presentation_00036,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2021\transcript_sentences.csv,Data_Conference call transcripts\2021\14930613_T.xml,2,2
R01-0610,round01,likely_ai,2021-2022,strong AI term matched; enrich likely positive examples,,,,,,2022,1,Booz Allen Hamilton Holding Corp,BAH.N,2022-03-08,qa,"Brian A. Gesuale, Raymond James &amp; Associates, Inc., Research Division - Senior VP &amp; Research Analyst",artificial intelligence,artificial intelligence,core_ai,high,"So maybe if we talk a little bit now about some of the capabilities that Booz Allen brings to the table during what we think is this great rival conflict, really critical areas such as artificial intelligence, directed energy, certainly a really amazing cyber skill set.",Great.,"Can you talk about those areas, maybe frame those up a little bit for people to understand how they mix into your portfolio and some of the things that you're doing that you're able to talk about?","Great. [SEP] So maybe if we talk a little bit now about some of the capabilities that Booz Allen brings to the table during what we think is this great rival conflict, really critical areas such as artificial intelligence, directed energy, certainly a really amazing cyber skill set. [SEP] Can you talk about those areas, maybe frame those up a little bit for people to understand how they mix into your portfolio and some of the things that you're doing that you're able to talk about?",15121459__15121459_qa_00074,15121459,15121459,15121459_qa_00074,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2022\transcript_sentences.csv,Data_Conference call transcripts\2022\15121459_T.xml,1,1
R01-0611,round01,hard_case,weak_or_noisy_terms,weak or generic technology term; likely hard negative,,,,,,2024,1,NVIDIA Corp,NVDA.OQ,2024-02-15,qa,"Carmine Talarico, Dompé farmaceutici S.p.A. - Discovery Platform Senior Specialist",bionemo,BioNeMo,gen_ai,medium,"Well, here, the main point is try to use this kind of technology that BioNeMo integrates mainly for those parts that can be very hard to face.",Yes.,"I mean the problem related to the protein folding, for example, can be one of the main keystone in case of drug discovery process that can have not any kind of targets on which you can have, I would say, structure-based drug discovery process.","Yes. [SEP] Well, here, the main point is try to use this kind of technology that BioNeMo integrates mainly for those parts that can be very hard to face. [SEP] I mean the problem related to the protein folding, for example, can be one of the main keystone in case of drug discovery process that can have not any kind of targets on which you can have, I would say, structure-based drug discovery process.",15892509__15892509_qa_00324,15892509,15892509,15892509_qa_00324,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2024\transcript_sentences.csv,Data_Conference call transcripts\2024\15892509_T.xml,1,1
R01-0612,round01,likely_ai,2001-2015,strong AI term matched; enrich likely positive examples,,,,,,2015,2,PTC Inc,PTC,2015-06-22,qa,"Rick Bullotta, ThingWorx - CTO &amp; Co-Founder",machine learning,machine learning,core_ai,high,"So what we tried to do between ThingWorx's ubiquitous access to all those different streams of data, and the ability to basically bring them together both for visualization, and as a feed into the analytic engine, combined with ColdLight's ability to apply deep machine learning, without a need for heavy data science.",There's a data aggregation problem as well.,Those are the two things that help democratize the application of analytics into this space.,"There's a data aggregation problem as well. [SEP] So what we tried to do between ThingWorx's ubiquitous access to all those different streams of data, and the ability to basically bring them together both for visualization, and as a feed into the analytic engine, combined with ColdLight's ability to apply deep machine learning, without a need for heavy data science. [SEP] Those are the two things that help democratize the application of analytics into this space.",5751551__5751551_qa_00324,5751551,5751551,5751551_qa_00324,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2015\transcript_sentences.csv,Data_Conference call transcripts\2015\5751551_T.xml,1,1
R01-0613,round01,likely_ai,2016-2020,strong AI term matched; enrich likely positive examples,,,,,,2017,3,PROS Holdings Inc,PRO,2017-08-03,presentation,"Andres D. Reiner, PROS Holdings, Inc. - CEO, President and Director",machine learning,machine learning,core_ai,high,We're leading our customers into the era of modern commerce with powerful new innovations in machine learning and AI.,We'd like to thank our PROS team across the world for continuing to execute on our vision and strategy.,We're driving our land and expand business with an industry-focused approach and we continue to accelerate our rapid transition to the cloud.,We'd like to thank our PROS team across the world for continuing to execute on our vision and strategy. [SEP] We're leading our customers into the era of modern commerce with powerful new innovations in machine learning and AI. [SEP] We're driving our land and expand business with an industry-focused approach and we continue to accelerate our rapid transition to the cloud.,10730452__10730452_presentation_00023,10730452,10730452,10730452_presentation_00023,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2017\transcript_sentences.csv,Data_Conference call transcripts\2017\10730452_T.xml,1,1
R01-0614,round01,likely_ai,2023-2024,strong AI term matched; enrich likely positive examples,,,,,,2023,3,8x8 Inc,EGHT.OQ,2023-08-08,qa,"Samuel C. Wilson, 8x8, Inc. - CEO",ChatGPT,ChatGPT,gen_ai,high,We were -- we knew ChatGPT or Open.ai.,"Now let me give you a real-life example, right?","The first week, they came out of stealth mode.","Now let me give you a real-life example, right? [SEP] We were -- we knew ChatGPT or Open.ai. [SEP] The first week, they came out of stealth mode.",15663852__15663852_qa_00441,15663852,15663852,15663852_qa_00441,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2023\transcript_sentences.csv,Data_Conference call transcripts\2023\15663852_T.xml,1,1
R01-0615,round01,random,2001-2015,period-stratified random draw from full Stage 05 candidate pool,,,,,,2015,2,SVF Holdco Uk Ltd,ARM.L,2015-06-17,qa,"Richard York, ARM Holdings plc - VP Marketing",computer vision,computer vision,ai_methods,high,"Again, a lot of companies have suddenly started preparing the last two years, marketing and selling this computer vision IP and the car makers and the OEMs are really keen to buy this technology and to bring it in to kick start them.",Computer vision for these [ADAS] systems.,Definitely changed.,"Computer vision for these [ADAS] systems. [SEP] Again, a lot of companies have suddenly started preparing the last two years, marketing and selling this computer vision IP and the car makers and the OEMs are really keen to buy this technology and to bring it in to kick start them. [SEP] Definitely changed.",5751424__5751424_qa_00279,5751424,5751424,5751424_qa_00279,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2015\transcript_sentences.csv,Data_Conference call transcripts\2015\5751424_T.xml,1,1
R01-0616,round01,likely_ai,2023-2024,strong AI term matched; enrich likely positive examples,,,,,,2023,2,Asana Inc,ASAN.N,2023-06-06,qa,"Rob Oliver, Robert W. Baird &amp; Co. - Analyst",Generative AI,generative AI,gen_ai,high,"Now, by the C-suite even prior to generative AI, you guys have had this pyramid where C-suite could look down and set tasks and set different expectations for different departments.",And I think that's just going to allow us to really both differentiate and distance ourselves from the other players in the space.,"Right there, I think, it's also quite different from a lot of other things out there.","And I think that's just going to allow us to really both differentiate and distance ourselves from the other players in the space. [SEP] Now, by the C-suite even prior to generative AI, you guys have had this pyramid where C-suite could look down and set tasks and set different expectations for different departments. [SEP] Right there, I think, it's also quite different from a lot of other things out there.",15623510__15623510_qa_00084,15623510,15623510,15623510_qa_00084,D:\科研\Firm Level AI Exposure\codes\stage01_xml_standardization\outputs\by_year\2023\transcript_sentences.csv,Data_Conference call transcripts\2023\15623510_T.xml,1,1
