"candidate_term","candidate_token","neighbor_count","seed_count","seed_terms","concept_groups","query_statuses","best_rank","max_similarity","mean_similarity","review_decision","include_v2","review_notes","review_priority","suggested_review_group","auto_screen_confidence","auto_screen_reason"
"einstein gpt","einstein_gpt","30","1","AI skills","ai_workforce","exact_key","37","0.669362","0.669362","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"computer vision-based","computer_vision-based","22","1","image recognition","ai_methods","exact_key","26","0.664045","0.664045","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"scibids ai","scibids_ai","27","1","artificial intelligence technologies","core_ai","exact_key","48","0.659971","0.659971","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"pre-trained","pre-trained","69","1","AI model","ai_technology","exact_key","43","0.659772","0.659772","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"soundhound chat ai","soundhound_chat_ai","16","1","AI integration","ai_activity","exact_key","17","0.658644","0.658644","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"genai-powered","genai-powered","14","1","AI integration","ai_activity","exact_key","21","0.657460","0.657460","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"ai-led","ai-led","109","1","generative artificial intelligence","gen_ai","exact_key","30","0.650256","0.650256","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"ai-first","ai-first","167","1","Generative AI technology","gen_ai","exact_key","43","0.649866","0.649866","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"chatgpt-style","chatgpt-style","9","1","Generative AI technology","gen_ai","exact_key","44","0.649595","0.649595","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"augmented intelligence","augmented_intelligence","244","1","robotics","automation_robotics","exact_key","15","0.647933","0.647933","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"ai-capable","ai-capable","18","1","AI application","ai_technology","exact_key","40","0.644806","0.644806","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"ai-augmented","ai-augmented","7","1","AI implementation","ai_activity","exact_key","3","0.644230","0.644230","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"ai-generated","ai-generated","169","1","AI tool","ai_technology","exact_key","30","0.638918","0.638918","accept","1","auto_screen_confidence=high; auto_screen_reason=explicit_ai_signal_with_word2vec_support","5","accepted_explicit_ai_signal","high","explicit_ai_signal_with_word2vec_support"
"algorithms","algorithms","23714","14","AI capabilities;AI models;AI technologies;AI technology;AI tools;artificial intelligence;computer vision;deep learning;image recognition;machine learning;natural language processing;neural network;neural networks;reinforcement learning","ai_activity;ai_methods;ai_technology;core_ai","exact_key","10","0.838650","0.724210","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"predictive analytics","predictive_analytics","4829","8","AI capabilities;AI tools;artificial intelligence;artificial intelligence technologies;artificial intelligence technology;machine learning;natural language processing;robotic process automation","ai_activity;ai_methods;ai_technology;automation_robotics;core_ai","exact_key","8","0.839221","0.720997","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"analytics","analytics","167362","7","AI capabilities;AI solutions;AI tools;artificial intelligence;machine learning;natural language processing;robotic process automation","ai_activity;ai_methods;ai_technology;automation_robotics;core_ai","exact_key","15","0.802239","0.715900","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"text-to-workflow","text-to-workflow","5","5","AI tool;ChatGPT;GPT-4;Generative AI tools;LLM","ai_technology;gen_ai","exact_key","17","0.707422","0.670283","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"analytic","analytic","12871","4","AI capabilities;AI tools;automated underwriting;machine learning","ai_activity;ai_applications;ai_technology;core_ai","exact_key","18","0.783077","0.681508","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"computational","computational","3340","4","deep learning;machine learning;neural network;neural networks","core_ai","exact_key","11","0.773390","0.725939","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"cutting-edge","cutting-edge","10229","3","AI technologies;AI technology;artificial intelligence","ai_technology;core_ai","exact_key","29","0.716466","0.707383","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"high-performance computing","high-performance_computing","3856","2","AI adoption;AI applications","ai_activity;ai_technology","exact_key","9","0.744499","0.664415","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"automation","automation","163265","2","robotic process automation;robotics","automation_robotics","exact_key","5","0.730273","0.729304","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"intelligent","intelligent","39632","2","artificial intelligence;robotics","automation_robotics;core_ai","exact_key","34","0.727632","0.670550","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"predictive modeling","predictive_modeling","1688","2","automated underwriting;machine learning","ai_applications;core_ai","exact_key","11","0.721915","0.654133","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"data-intensive applications","data-intensive_applications","102","2","AI adoption;AI applications","ai_activity;ai_technology","exact_key","16","0.701187","0.643601","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"edge computing","edge_computing","2719","2","AI adoption;AI applications","ai_activity;ai_technology","exact_key","26","0.687951","0.633298","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"workflows","workflows","19859","2","AI capabilities;AI tools","ai_activity;ai_technology","exact_key","40","0.685980","0.682111","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"in-memory compute","in-memory_compute","26","2","AI adoption;AI applications","ai_activity;ai_technology","exact_key","19","0.684545","0.634095","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"cloud computing","cloud_computing","13029","2","AI adoption;AI investment","ai_activity","exact_key","12","0.590160","0.536795","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"robotic","robotic","9926","1","robotics","automation_robotics","exact_key","1","0.867826","0.867826","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"robots","robots","10579","1","robotics","automation_robotics","exact_key","2","0.784253","0.784253","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"tools","tools","298769","1","AI tools","ai_technology","exact_key","8","0.768249","0.768249","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"robot","robot","11497","1","robotics","automation_robotics","exact_key","3","0.765050","0.765050","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"robotic surgery","robotic_surgery","1232","1","robotics","automation_robotics","exact_key","4","0.730694","0.730694","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"collaborative robots","collaborative_robots","171","1","robotics","automation_robotics","exact_key","6","0.722691","0.722691","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"prescriptive analytics","prescriptive_analytics","224","1","machine learning","core_ai","exact_key","45","0.719050","0.719050","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"automate","automate","24374","1","robotic process automation","automation_robotics","exact_key","8","0.716888","0.716888","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"high-performance compute","high-performance_compute","781","1","AI applications","ai_technology","exact_key","18","0.711515","0.711515","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"intelligence","intelligence","68769","1","artificial intelligence","core_ai","exact_key","45","0.706547","0.706547","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"computing","computing","55443","1","AI applications","ai_technology","exact_key","21","0.703708","0.703708","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"capabilities","capabilities","639328","1","AI capabilities","ai_activity","exact_key","34","0.703030","0.703030","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"camera","camera","31973","1","computer vision","ai_methods","exact_key","26","0.701500","0.701500","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"automating","automating","10259","1","robotic process automation","automation_robotics","exact_key","12","0.697334","0.697334","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"computational photography","computational_photography","92","1","computer vision","ai_methods","exact_key","37","0.690295","0.690295","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"compute","compute","28991","1","AI applications","ai_technology","exact_key","44","0.678370","0.678370","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"applications","applications","491368","1","AI applications","ai_technology","exact_key","45","0.678057","0.678057","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"autonomous vehicles","autonomous_vehicles","3675","1","robotics","automation_robotics","exact_key","14","0.654519","0.654519","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"analytics et cetera","analytics_et_cetera","222","1","robotic process automation","automation_robotics","exact_key","36","0.654148","0.654148","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"tool","tool","153267","1","AI tool","ai_technology","exact_key","21","0.644362","0.644362","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"robotic's","robotic's","8","1","robotics","automation_robotics","exact_key","17","0.641783","0.641783","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"robotic arms","robotic_arms","210","1","robotics","automation_robotics","exact_key","19","0.639963","0.639963","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"robotic arm","robotic_arm","372","1","robotics","automation_robotics","exact_key","21","0.629614","0.629614","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"instrumentation","instrumentation","19037","1","robotics","automation_robotics","exact_key","31","0.618949","0.618949","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"autonomous","autonomous","34828","1","robotics","automation_robotics","exact_key","49","0.596257","0.596257","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"multivariate predictive","multivariate_predictive","31","1","automated underwriting","ai_applications","exact_key","9","0.588878","0.588878","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"scoring","scoring","10929","1","automated underwriting","ai_applications","exact_key","13","0.582730","0.582730","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"serverless computing","serverless_computing","61","1","AI adoption","ai_activity","exact_key","38","0.569154","0.569154","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"underwriting","underwriting","162269","1","automated underwriting","ai_applications","exact_key","47","0.533814","0.533814","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"digitalization et cetera","digitalization_et_cetera","55","1","AI investments","ai_activity","exact_key","49","0.522369","0.522369","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"investments","investments","1285484","1","AI investments","ai_activity","exact_key","50","0.521404","0.521404","too_broad","0","auto_screen_confidence=high; auto_screen_reason=generic_business_or_tech_term","6","rejected_too_broad","high","generic_business_or_tech_term"
"society-related","society-related","9","1","Artificial intelligence adoption","ai_activity","exact_key","31","0.735898","0.735898","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"single-scale","single-scale","5","1","Artificial intelligence adoption","ai_activity","exact_key","32","0.735875","0.735875","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"compute-hungry","compute-hungry","5","1","Artificial intelligence adoption","ai_activity","exact_key","33","0.735770","0.735770","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"nonautomobile","nonautomobile","5","1","Artificial intelligence adoption","ai_activity","exact_key","34","0.735155","0.735155","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"ever-advancing","ever-advancing","8","1","Artificial intelligence adoption","ai_activity","exact_key","35","0.735114","0.735114","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"penteon","penteon","5","1","Artificial intelligence adoption","ai_activity","exact_key","36","0.734844","0.734844","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"data-light","data-light","5","1","Artificial intelligence adoption","ai_activity","exact_key","37","0.734810","0.734810","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"ipodwdm","ipodwdm","6","1","Artificial intelligence adoption","ai_activity","exact_key","38","0.734371","0.734371","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"coop-petition","coop-petition","5","1","Artificial intelligence adoption","ai_activity","exact_key","40","0.734235","0.734235","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"mobile-centered","mobile-centered","5","1","Artificial intelligence adoption","ai_activity","exact_key","41","0.734205","0.734205","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"service-lead","service-lead","6","1","Artificial intelligence adoption","ai_activity","exact_key","42","0.734072","0.734072","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"nxp-based","nxp-based","5","1","Artificial intelligence adoption","ai_activity","exact_key","43","0.733994","0.733994","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"predict+","predict+","5","1","Artificial intelligence adoption","ai_activity","exact_key","44","0.733449","0.733449","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"bev-dedicated","bev-dedicated","5","1","Artificial intelligence adoption","ai_activity","exact_key","45","0.732981","0.732981","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"asuv","asuv","5","1","Artificial intelligence adoption","ai_activity","exact_key","46","0.732601","0.732601","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"micro-transit","micro-transit","6","1","Artificial intelligence adoption","ai_activity","exact_key","48","0.730396","0.730396","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"caresphere","caresphere","6","1","Artificial intelligence adoption","ai_activity","exact_key","49","0.730198","0.730198","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"connected-car","connected-car","18","1","Artificial intelligence adoption","ai_activity","exact_key","50","0.730029","0.730029","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"inference","inference","5648","1","deep learning","core_ai","exact_key","44","0.718322","0.718322","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"tf32","tf32","17","1","deep learning","core_ai","exact_key","47","0.717049","0.717049","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"k-means","k-means","11","1","supervised learning","ai_methods","exact_key","33","0.697238","0.697238","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"rlaif","rlaif","8","1","supervised learning","ai_methods","exact_key","36","0.694294","0.694294","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"cvflow architecture","cvflow_architecture","25","1","computer vision","ai_methods","exact_key","33","0.693742","0.693742","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"emza's","emza's","12","1","computer vision","ai_methods","exact_key","34","0.692655","0.692655","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"oculii radar","oculii_radar","16","1","computer vision","ai_methods","exact_key","35","0.692222","0.692222","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"parikshit kandpal hdfc securities","parikshit_kandpal_hdfc_securities","28","1","AI exposure","ai_exposure","exact_key","31","0.692107","0.692107","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"simeon gutman credit suisse","simeon_gutman_credit_suisse","54","1","AI exposure","ai_exposure","exact_key","32","0.692039","0.692039","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"akd1500","akd1500","5","1","AI exposure","ai_exposure","exact_key","33","0.691666","0.691666","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"customer-agnostic","customer-agnostic","5","1","AI exposure","ai_exposure","exact_key","34","0.691653","0.691653","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"michael dudas sterne agee","michael_dudas_sterne_agee","78","1","AI exposure","ai_exposure","exact_key","35","0.691408","0.691408","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"non-hpe","non-hpe","5","1","AI exposure","ai_exposure","exact_key","36","0.691381","0.691381","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"chipbrain","chipbrain","7","1","AI exposure","ai_exposure","exact_key","37","0.691311","0.691311","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"yafei tian citi","yafei_tian_citi","13","1","AI exposure","ai_exposure","exact_key","38","0.691103","0.691103","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"aryeh bourkoff ubs","aryeh_bourkoff_ubs","25","1","AI exposure","ai_exposure","exact_key","39","0.690818","0.690818","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"gil luria wedbush","gil_luria_wedbush","26","1","AI exposure","ai_exposure","exact_key","40","0.690449","0.690449","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"ambarella's cv22","ambarella's_cv22","11","1","computer vision","ai_methods","exact_key","38","0.689867","0.689867","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"debrat","debrat","6","1","AI exposure","ai_exposure","exact_key","41","0.689254","0.689254","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"leone young citigroup","leone_young_citigroup","21","1","AI exposure","ai_exposure","exact_key","42","0.688949","0.688949","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"programmable smartnic","programmable_smartnic","19","1","AI applications","ai_technology","exact_key","34","0.688865","0.688865","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"douglas sipkin susquehanna","douglas_sipkin_susquehanna","44","1","AI exposure","ai_exposure","exact_key","43","0.688510","0.688510","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"sebastien gruter exane","sebastien_gruter_exane","18","1","AI exposure","ai_exposure","exact_key","44","0.688400","0.688400","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"intelligences","intelligences","35","1","supervised learning","ai_methods","exact_key","40","0.687034","0.687034","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"knackstack","knackstack","6","1","AI exposure","ai_exposure","exact_key","45","0.686927","0.686927","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"lyn walther wachovia","lyn_walther_wachovia","13","1","AI exposure","ai_exposure","exact_key","46","0.686825","0.686825","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"sebastien gruter societe generale","sebastien_gruter_societe_generale","28","1","AI exposure","ai_exposure","exact_key","47","0.686627","0.686627","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"aynsley lammin citi","aynsley_lammin_citi","25","1","AI exposure","ai_exposure","exact_key","48","0.686623","0.686623","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"loan-at-home","loan-at-home","5","1","AI exposure","ai_exposure","exact_key","49","0.686578","0.686578","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"cvflow soc","cvflow_soc","17","1","computer vision","ai_methods","exact_key","42","0.686462","0.686462","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"rstudio","rstudio","14","1","supervised learning","ai_methods","exact_key","46","0.686192","0.686192","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"aireos","aireos","5","1","AI exposure","ai_exposure","exact_key","50","0.686133","0.686133","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
